no,sbsncd,sbsnnm_1,bbsncd_1,mbsncd_1,area
1572,330111#03,익산시(만경교) s to 330113#01,33,3301,
1573,330112#01,군산시(원두교) s to 330112#02,33,3301,
1574,330112#02,탑천 n to 330113#02,33,3301,
1575,330113#01,탑천합류전 n to 330113#02,33,3301,
1576,330113#02,김제시(만경대교) s to 330303#01,33,3301,
1577,330201#01,정읍시(종산리) s to 330201#02,33,3302,
1578,330201#02,칠보천합류전 n to 330201#05,33,3302,
1579,330201#03,수청저수지 f to 330201#04,33,3302,
1580,330201#04,칠보천 n to 330201#05,33,3302,
1581,330201#05,동진강상류 n to 330202#01,33,3302,
1582,330202#01,정읍시(행정교) s to 330202#02,33,3302,
1583,330202#02,정읍시(거산교) s to 330202#03,33,3302,
1584,330202#03,정읍시(정우교) s to 330208#01,33,3302,
1585,330203#01,정읍시(상동교) s to 330203#02,33,3302,
1586,330203#02,정읍시(죽림교) s to 330203#03,33,3302,
1587,330203#03,정읍시(정읍교) s to 330203#04,33,3302,
1588,330203#04,정읍시(정읍천대교) s to 330203#05,33,3302,
1589,330203#05,정읍시(초강리) s to 330203#06,33,3302,
1590,330203#06,정읍천 n to 330208#02,33,3302,
1591,330204#01,고부천상류 n to 330205#01,33,3302,
1592,330205#01,정읍시(풍월교) s to 330205#02,33,3302,
1593,330205#02,부안군(평교) s to 330205#03,33,3302,
1594,330205#03,고부천하류 n to 330208#04,33,3302,
1595,330206#01,금평저수지 f to 330206#02,33,3302,
1596,330206#02,정읍시(양전교) s to 330206#03,33,3302,
1597,330206#03,두월천합류전 n to 330206#06,33,3302,
1598,330206#04,김제시(용동교) s to 330206#05,33,3302,
1599,330206#05,두월천 n to 330206#06,33,3302,
1600,330206#06,김제시(죽산교) s to 330206#07,33,3302,
1601,330206#07,원평천 n to 330208#06,33,3302,
1602,330207#01,신평천 n to 330208#07,33,3302,
1603,330208#01,정읍천합류전 n to 330208#02,33,3302,
1604,330208#02,김제시(군포교) s to 330208#03,33,3302,
1605,330208#03,고부천합류전 n to 330208#04,33,3302,
1606,330208#04,동진대교 s to 330208#05,33,3302,
1607,330208#05,원평천합류전 n to 330208#06,33,3302,
1608,330208#06,신평천합류전 n to 330208#07,33,3302,
1609,330208#07,동진강하류 n to 330303#03,33,3302,
1610,330301#01,부안댐 f to 330303#06,33,3303,
1611,330302#01,주상천 n to 330303#04,33,3303,
1612,330303#01,만경강 n to 330303#02,33,3303,
1613,330303#02,새만금동진합류전 n to 330303#08,33,3303,
1614,330303#03,새만금주상합류전 n to 330303#05,33,3303,
1615,330303#04,새만금주상 n to 330303#05,33,3303,
1616,330303#05,새만금직소합류전 n to 330303#07,33,3303,
1617,330303#06,새만금직소 n to 330303#07,33,3303,
1618,330303#07,새만금동진 n to 330303#08,33,3303,
1619,330303#08,새만금방조제 n to 000000#01,33,3303,
1620,400101#01,상표천합류전 n to 400101#04,40,4001,
1621,400101#02,노촌저수지 f to 400101#03,40,4001,
1622,400101#03,상표천 n to 400101#04,40,4001,
1623,400101#04,섬진강상류 n to 400103#01,40,4001,
1624,400102#01,세동천 n to 400103#01,40,4001,
1625,400103#01,진안군(좌포교) s to 400103#02,40,4001,
1626,400103#02,관촌수위표 n to 400105#01,40,4001,
1627,400104#01,임실천 n to 400105#01,40,4001,
1628,400105#01,임실군(호암교) s to 400105#02,40,4001,
1629,400105#02,섬진강댐상류 n to 400109#01,40,4001,
1630,400106#01,옥녀동천 n to 400109#02,40,4001,
1631,400107#01,추령천상류 n to 400108#01,40,4001,
1632,400108#01,순창군(운암교) s to 400108#02,40,4001,
1633,400108#02,추령천하류 n to 400109#03,40,4001,
1634,400109#01,옥녀동천합류전 n to 400109#02,40,4001,
1635,400109#02,추령천합류전 n to 400109#03,40,4001,
1636,400109#03,섬진강댐 f to 400201#01,40,4001,
1637,400201#01,임실군(회문리) s to 400201#02,40,4002,
1638,400201#02,갈담천합류전 n to 400201#05,40,4002,
1639,400201#03,임실군(강동교) s to 400201#04,40,4002,
1640,400201#04,갈담천 n to 400201#05,40,4002,
1641,400201#05,임실군(일중리) s to 400201#06,40,4002,
1642,400201#06,섬진강댐하류 n to 400203#01,40,4002,
1643,400202#01,치천 n to 400203#01,40,4002,
1644,400203#01,순창군(평남리) s to 400203#02,40,4002,
1645,400203#02,오수천합류전 n to 400401#01,40,4002,
1646,400301#01,임실군(오수교) s to 400301#02,40,4003,
1647,400301#02,둔남천 n to 400301#03,40,4003,
1648,400301#03,둔남천합류전 n to 400301#04,40,4003,
1649,400301#04,오수천 n to 400302#01,40,4003,
1650,400302#01,임실군(신기교) s to 400302#02,40,4003,
1651,400302#02,율천합류전 n to 400302#04,40,4003,
1652,400302#03,율천 n to 400302#04,40,4003,
1653,400302#04,오수천중류 n to 400303#01,40,4003,
1654,400303#01,순창군(현포리) s to 400303#02,40,4003,
1655,400303#02,오수천하류 n to 400401#01,40,4003,
1656,400401#01,순창군(유적교) s to 400401#02,40,4004,
1657,400401#02,경천합류전 n to 400404#01,40,4004,
1658,400402#01,순창군(옥천교) s to 400402#02,40,4004,
1659,400402#02,사천합류전 n to 400402#04,40,4004,
1660,400402#03,사천 n to 400402#04,40,4004,
1661,400402#04,순창군(유풍교) s to 400402#05,40,4004,
1662,400402#05,경천 n to 400404#01,40,4004,
1663,400403#01,곡성군(합강교) s to 400403#02,40,4004,
1664,400403#02,옥과천 n to 400404#02,40,4004,
1665,400404#01,옥과천합류전 n to 400404#02,40,4004,
1666,400404#02,남원시(신덕리) s to 400404#03,40,4004,
1667,400404#03,곡성군(금곡교) s to 400404#04,40,4004,
1668,400404#04,요천합류전 n to 400504#05,40,4004,
1669,400501#01,동화저수지 f to 400502#06,40,4005,
1670,400502#01,장남저수지 f to 400502#02,40,4005,
1671,400502#02,용림천합류전 n to 400502#05,40,4005,
1672,400502#03,용림저수지 f to 400502#04,40,4005,
1673,400502#04,용림천 n to 400502#05,40,4005,
1674,400502#05,백운천합류전 n to 400502#07,40,4005,
1675,400502#06,백운천 n to 400502#07,40,4005,
1676,400502#07,남원시(월석교) s to 400502#08,40,4005,
1677,400502#08,요천상류 n to 400503#01,40,4005,
1678,400503#01,남원시(요천교) s to 400503#02,40,4005,
1679,400503#02,남원시(동림교) s to 400504#01,40,4005,
1680,400504#01,풍촌천합류전 n to 400504#04,40,4005,
1681,400504#02,금풍저수지 f to 400504#03,40,4005,
1682,400504#03,풍촌천 n to 400504#04,40,4005,
1683,400504#04,남원시(요천대교) s to 400504#05,40,4005,
1684,400504#05,요천하류 n to 400601#03,40,4005,
1685,400601#01,수송저수지 f to 400601#02,40,4006,
1686,400601#02,수지천 n to 400601#03,40,4006,
1687,400601#03,곡성군(고달교) s to 400601#04,40,4006,
1688,400601#04,곡성천합류전 n to 400603#01,40,4006,
1689,400602#01,오곡천합류전 n to 400602#04,40,4006,
1690,400602#02,구성저수지 f to 400602#03,40,4006,
1691,400602#03,오곡천 n to 400602#04,40,4006,
1692,400602#04,곡성천 n to 400603#01,40,4006,
1693,400603#01,압록수위표 n to 400902#01,40,4006,
1694,400701#01,보성강상류 n to 400702#01,40,4007,
1695,400702#01,죽동교 s to 400702#02,40,4007,
1696,400702#02,보성군(돈다교) s to 400702#03,40,4007,
1697,400702#03,광곡교 s to 400702#04,40,4007,
1698,400702#04,보성강댐 f to 400703#01,40,4007,
1699,400703#01,보성군(가장교) s to 400703#02,40,4007,
1700,400703#02,주암댐상류 n to 400707#01,40,4007,
1701,400704#01,남천합류전 n to 400704#04,40,4007,
1702,400704#02,외동저수지 f to 400704#03,40,4007,
1703,400704#03,남천 n to 400704#04,40,4007,
1704,400704#04,동복댐 f to 400705#01,40,4007,
1705,400705#01,화순군(만수교) s to 400705#02,40,4007,
1706,400705#02,유천천합류전 n to 400705#04,40,4007,
1707,400705#03,유천천 n to 400705#04,40,4007,
1708,400705#04,화순군(용리교) s to 400705#05,40,4007,
1709,400705#05,외남천합류전 n to 400705#07,40,4007,
1710,400705#06,외남천 n to 400705#07,40,4007,
1711,400705#07,동복천 n to 400707#01,40,4007,
1712,400706#01,송광천 n to 400707#02,40,4007,
1713,400707#01,송광천합류전 n to 400707#02,40,4007,
1714,400707#02,주암댐 f to 400801#01,40,4007,
1715,400801#01,순천시(광천교) s to 400801#02,40,4008,
1716,400801#02,곡성군(목사동2교) s to 400801#03,40,4008,
1717,400801#03,곡성군(목사동1교) s to 400801#04,40,4008,
1718,400801#04,주암댐하류 n to 400802#01,40,4008,
1719,400802#01,곡성군(태안교) s to 400802#02,40,4008,
1720,400802#02,곡성군(압록3교) s to 400802#03,40,4008,
1721,400802#03,보성강하류 n to 400902#03,40,4008,
1722,400901#01,순천시(용서교) s to 400901#02,40,4009,
1723,400901#02,황전천 n to 400902#05,40,4009,
1724,400902#01,곡성군(예성교) s to 400902#02,40,4009,
1725,400902#02,보성강합류전 n to 400902#03,40,4009,
1726,400902#03,구례군(구례교) s to 400902#04,40,4009,
1727,400902#04,황전천합류전 n to 400902#05,40,4009,
1728,400902#05,구례수위표 n to 400904#01,40,4009,
1729,400903#01,구만저수지 f to 400903#02,40,4009,
1730,400903#02,구례군(광용교) s to 400903#03,40,4009,
1731,400903#03,구례군(서시교) s to 400903#04,40,4009,
1732,400903#04,서시천 n to 400904#01,40,4009,
1733,400904#01,토지천합류전 n to 400904#06,40,4009,
1734,400904#02,문수저수지 f to 400904#03,40,4009,
1735,400904#03,토지천 n to 400904#06,40,4009,
1736,400904#04,효곡저수지 f to 400904#05,40,4009,
1737,400904#05,간문천 n to 400904#06,40,4009,
1738,400904#06,구례군(송정리) s to 400905#01,40,4009,
1739,400905#01,화개천합류전 n to 400907#01,40,4009,
1740,400906#01,하동군(가탄교) s to 400906#02,40,4009,
1741,400906#02,화개천 n to 400907#01,40,4009,
1742,400907#01,광양시(남도대교) s to 400907#02,40,4009,
1743,400907#02,광양시(고사리) s to 400907#03,40,4009,
1744,400907#03,하동2수위표 n to 400911#01,40,4009,
1745,400908#01,하동저수지 f to 400909#01,40,4009,
1746,400909#01,하동군(대석교) s to 400909#02,40,4009,
1747,400909#02,횡천강 n to 400911#03,40,4009,
1748,400910#01,주교천 n to 400911#04,40,4009,
1749,400911#01,하동군(읍내리) s to 400911#02,40,4009,
1750,400911#02,횡천강합류전 n to 400911#03,40,4009,
1751,400911#03,주교천합류전 n to 400911#04,40,4009,
1752,400911#04,섬진강하류 n to 000000#01,40,4009,
1753,410401#01,순천시(송전교) s to 410401#02,41,4104,
1754,410401#02,석흥천합류전 n to 410401#05,41,4104,
1755,410401#03,순천시(노동교) s to 410401#04,41,4104,
1756,410401#04,석흥천 n to 410401#05,41,4104,
1757,410401#05,주암조절지댐 f to 410402#01,41,4104,
1758,410402#01,주암조절지조정지댐 f to 410402#02,41,4104,
1759,410402#02,순천시(노디목교) s to 410402#03,41,4104,
1760,410402#03,상사천합류전 n to 410402#05,41,4104,
1761,410402#04,상사천 n to 410402#05,41,4104,
1762,410402#05,순천시(연동교) s to 410402#06,41,4104,
1763,410402#06,이사천 n to 410403#10,41,4104,
1764,410403#01,순천서천합류전 n to 410403#02,41,4104,
1765,410403#02,순천서천 n to 410403#08,41,4104,
1766,410403#03,석현천 n to 410403#04,41,4104,
1767,410403#04,석현천합류전 n to 410403#08,41,4104,
1768,410403#05,와룡저수지 n to 410403#06,41,4104,
1769,410403#06,옥천 n to 410403#07,41,4104,
1770,410403#07,옥천합류전 n to 410403#08,41,4104,
1771,410403#08,순천시(동천교) s to 410403#09,41,4104,
1772,410403#09,이사천합류전 n to 410403#10,41,4104,
1773,410403#10,해룡천합류전 n to 410403#12,41,4104,
1774,410403#11,해룡천 n to 410403#12,41,4104,
1775,410403#12,순천동천 n to 000000#01,41,4104,
1776,410501#01,백운저수지 n to 410501#02,41,4105,
1777,410501#02,구상천합류전 n to 410501#04,41,4105,
1778,410501#03,구상천 n to 410501#04,41,4105,
1779,410501#04,광양시(서산교) s to 410501#05,41,4105,
1780,410501#05,광양동천합류전 n to 410501#10,41,4105,
1781,410501#06,추산천합류전 n to 410501#08,41,4105,
1782,410501#07,추산천 n to 410501#08,41,4105,
1783,410501#08,광양시(용강교) s to 410501#09,41,4105,
1784,410501#09,광양서천 n to 410501#10,41,4105,
1785,410501#10,억만천합류전 n to 410501#12,41,4105,
1786,410501#11,억만천 n to 410501#12,41,4105,
1787,410501#12,광양서천 n to 000000#02,41,4105,
1788,410502#01,성두천합류전 n to 410502#03,41,4105,
1789,410502#02,성두천 n to 410502#03,41,4105,
1790,410502#03,웅동천합류전 n to 410502#05,41,4105,
1791,410502#04,웅동천 n to 410502#05,41,4105,
1792,410502#05,수어댐 f to 410503#01,41,4105,
1793,410503#01,광양시(지원교) s to 410503#02,41,4105,
1794,410503#02,광양시(수어천교) s to 410503#06,41,4105,
1795,410503#03,정토천 n to 410503#05,41,4105,
1796,410503#04,정토천합류전 n to 410503#05,41,4105,
1797,410503#05,옥곡천 n to 410503#06,41,4105,
1798,410503#06,수어천 n to 000000#03,41,4105,
1799,500101#01,담양댐 f to 500103#01,50,5001,
1800,500102#01,담양군(덕용교) s to 500102#02,50,5001,
1801,500102#02,오례천 n to 500103#07,50,5001,
1802,500103#01,담양군(금월교) s to 500103#02,50,5001,
1803,500103#02,용천합류전 n to 500103#06,50,5001,
1804,500103#03,담양군(장천교) s to 500103#04,50,5001,
1805,500103#04,담양홍수조절지 f to 500103#05,50,5001,
1806,500103#05,용천 n to 500103#06,50,5001,
1807,500103#06,오례천합류전 n to 500103#07,50,5001,
1808,500103#07,담양군(삼지교) s to 500103#08,50,5001,
1809,500103#08,영산강상류 n to 500106#01,50,5001,
1810,500104#01,광주댐 f to 500105#01,50,5001,
1811,500105#01,담양군(양지교) s to 500105#02,50,5001,
1812,500105#02,증암천 n to 500106#01,50,5001,
1813,500106#01,광주광역시(용산교) s to 500106#02,50,5001,
1814,500106#02,광주광역시(첨단대교) s to 500106#03,50,5001,
1815,500106#03,광주수위표 n to 500108#03,50,5001,
1816,500107#01,광주광역시(설월교) s to 500107#02,50,5001,
1817,500107#02,광주광역시(천교) s to 500107#03,50,5001,
1818,500107#03,광주광역시(유촌교) s to 500107#04,50,5001,
1819,500107#04,광주천 n to 500108#05,50,5001,
1820,500108#01,광주광역시(풍영정천2교) s to 500108#02,50,5001,
1821,500108#02,풍영정천 n to 500108#03,50,5001,
1822,500108#03,광주광역시(어등대교) s to 500108#04,50,5001,
1823,500108#04,광주합류전 n to 500108#05,50,5001,
1824,500108#05,광주광역시(극락교) s to 500108#06,50,5001,
1825,500108#06,황룡강합류전 n to 500401#01,50,5001,
1826,500201#01,북하천합류전 n to 500201#06,50,5002,
1827,500201#02,장성군(용동교) s to 500201#03,50,5002,
1828,500201#03,약수천합류후 n to 500201#04,50,5002,
1829,500201#04,대악천합류후 n to 500201#05,50,5002,
1830,500201#05,북하천 n to 500201#06,50,5002,
1831,500201#06,장성댐 f to 500202#01,50,5002,
1832,500202#01,장성천합류전 n to 500202#04,50,5002,
1833,500202#02,유탕저수지 f to 500202#03,50,5002,
1834,500202#03,장성천 n to 500202#04,50,5002,
1835,500202#04,개천합류전 n to 500202#07,50,5002,
1836,500202#05,장성군(금계리) s to 500202#06,50,5002,
1837,500202#06,개천 n to 500202#07,50,5002,
1838,500202#07,황룡강중류 n to 500204#01,50,5002,
1839,500203#01,평림댐 f to 500203#02,50,5002,
1840,500203#02,장성군(죽탄교) s to 500203#03,50,5002,
1841,500203#03,삼계천합류전 n to 500203#06,50,5002,
1842,500203#04,수양저수지 f to 500203#05,50,5002,
1843,500203#05,삼계천 n to 500203#06,50,5002,
1844,500203#06,광주광역시(평림교) s to 500203#07,50,5002,
1845,500203#07,평림천 n to 500204#08,50,5002,
1846,500204#01,취암천합류후 n to 500204#02,50,5002,
1847,500204#02,장성군(제2황룡교) s to 500204#03,50,5002,
1848,500204#03,광주광역시(용진교) s to 500204#04,50,5002,
1849,500204#04,왕동천합류전 n to 500204#07,50,5002,
1850,500204#05,왕동저수지 f to 500204#06,50,5002,
1851,500204#06,왕동천 n to 500204#07,50,5002,
1852,500204#07,평림천합류전 n to 500204#08,50,5002,
1853,500204#08,광주광역시(장록교) s to 500204#09,50,5002,
1854,500204#09,황룡강하류 n to 500401#01,50,5002,
1855,500301#01,화순군(세청교) s to 500301#02,50,5003,
1856,500301#02,화순홍수조절지 f to 500301#05,50,5003,
1857,500301#03,장치저수지 f to 500301#04,50,5003,
1858,500301#04,송석천 n to 500301#05,50,5003,
1859,500301#05,지석천상류 n to 500302#01,50,5003,
1860,500302#01,화순군(용두교) s to 500302#02,50,5003,
1861,500302#02,한천천합류전 n to 500302#05,50,5003,
1862,500302#03,금전저수지 f to 500302#04,50,5003,
1863,500302#04,한천천 n to 500302#05,50,5003,
1864,500302#05,화순군(능주교) s to 500302#06,50,5003,
1865,500302#06,지석천하류 n to 500306#01,50,5003,
1866,500303#01,화순군(주도교) s to 500303#02,50,5003,
1867,500303#02,화순천 n to 500306#01,50,5003,
1868,500304#01,나주댐 f to 500305#01,50,5003,
1869,500305#01,나주시(우산교) s to 500305#02,50,5003,
1870,500305#02,대초천 n to 500306#03,50,5003,
1871,500306#01,화순군(신성교) s to 500306#02,50,5003,
1872,500306#02,대초천합류전 n to 500306#03,50,5003,
1873,500306#03,남평수위표 n to 500307#01,50,5003,
1874,500307#01,나주시(남평교) s to 500307#02,50,5003,
1875,500307#02,지석천 n to 500402#02,50,5003,
1876,500401#01,광주광역시(승용교) s to 500401#02,50,5004,
1877,500401#02,승촌보 f to 500402#01,50,5004,
1878,500402#01,지석천합류전 n to 500402#02,50,5004,
1879,500402#02,나주시(나주대교) s to 500403#01,50,5004,
1880,500403#01,나주시(영산교) s to 500403#02,50,5004,
1881,500403#02,영산포수위표 n to 500405#01,50,5004,
1882,500404#01,만봉저수지 f to 500404#02,50,5004,
1883,500404#02,금천합류전 n to 500404#05,50,5004,
1884,500404#03,입석저수지 f to 500404#04,50,5004,
1885,500404#04,금천 n to 500404#05,50,5004,
1886,500404#05,나주시(동곡리) s to 500404#06,50,5004,
1887,500404#06,만봉천 n to 500405#01,50,5004,
1888,500405#01,나주시(회진리) s to 500405#02,50,5004,
1889,500405#02,문평천합류전 n to 500405#05,50,5004,
1890,500405#03,백용저수지 f to 500405#04,50,5004,
1891,500405#04,문평천 n to 500405#05,50,5004,
1892,500405#05,죽산보 f to 500604#01,50,5004,
1893,500501#01,고막원천상류 n to 500502#01,50,5005,
1894,500502#01,함평군(나산교) s to 500502#02,50,5005,
1895,500502#02,함평군(원고막교) s to 500502#03,50,5005,
1896,500502#03,고막원천하류 n to 500604#02,50,5005,
1897,500601#01,대동저수지 f to 500601#02,50,5006,
1898,500601#02,대동천합류전 n to 500601#04,50,5006,
1899,500601#03,대동천 n to 500601#04,50,5006,
1900,500601#04,함평군(영수교) s to 500601#05,50,5006,
1901,500601#05,함평수위표 n to 500602#01,50,5006,
1902,500602#01,함평군(학야교) s to 500602#02,50,5006,
1903,500602#02,함평천 n to 500604#03,50,5006,
1904,500603#01,삼포강 n to 500604#05,50,5006,
1905,500604#01,고막원천합류전 n to 500604#02,50,5006,
1906,500604#02,함평군(동강교) s to 500604#03,50,5006,
1907,500604#03,무안군(몽탄대교) s to 500604#04,50,5006,
1908,500604#04,삼포강합류전 n to 500604#05,50,5006,
1909,500604#05,영암천합류전 n to 500801#01,50,5006,
1910,500701#01,율치저수지 f to 500701#02,50,5007,
1911,500701#02,학산천 n to 500702#04,50,5007,
1912,500702#01,영암군(해창교) s to 500702#03,50,5007,
1913,500702#02,도포천 n to 500702#03,50,5007,
1914,500702#03,학산천합류전 n to 500702#04,50,5007,
1915,500702#04,영암천 n to 500801#01,50,5007,
1916,500801#01,망월천합류전 n to 500801#03,50,5008,
1917,500801#02,망월천 n to 500801#03,50,5008,
1918,500801#03,영산-영암호연락수로 n to 500802#01,50,5008,
1919,500802#01,영산강하구둑 f to 000001#01,50,5008,
1920,510101#01,장흥군(동산교) s to 510101#02,51,5101,
1921,510101#02,유치천합류전 n to 510101#04,51,5101,
1922,510101#03,유치천 n to 510101#04,51,5101,
1923,510101#04,장흥댐 f to 510102#01,51,5101,
1924,510102#01,장흥군(별천교) s to 510102#02,51,5101,
1925,510102#02,장흥군(예양교) s to 510102#03,51,5101,
1926,510102#03,탐진강중류 n to 510104#01,51,5101,
1927,510103#01,성전천합류전 n to 510103#02,51,5101,
1928,510103#02,병영천합류전 n to 510103#03,51,5101,
1929,510103#03,장흥군(감천교) s to 510103#04,51,5101,
1930,510103#04,금강천 n to 510104#01,51,5101,
1931,510104#01,강진군(풍동리) s to 510104#02,51,5101,
1932,510104#02,강진군(석교교) s to 510104#03,51,5101,
1933,510104#03,탐진강하류 n to 000000#01,51,5101,
1934,530103#01,고창천합류전 n to 530103#03,53,5301,
1935,530103#02,고창천 n to 530103#03,53,5301,
1936,530103#03,운곡천합류전 n to 530103#06,53,5301,
1937,530103#04,운곡저수지 n to 530103#05,53,5301,
1938,530103#05,운곡천 n to 530103#06,53,5301,
1939,530103#06,고창군(부정교) s to 530103#07,53,5301,
1940,530103#07,고창군(용선교) s to 530103#08,53,5301,
1941,530103#08,주진천 n to 000000#01,53,5301,
1942,530202#01,두암저수지 n to 530202#03,53,5302,
1943,530202#02,칠암천합류전 n to 530202#03,53,5302,
1944,530202#03,칠암천 n to 530202#04,53,5302,
1945,530202#04,구암천 n to 530203#09,53,5302,
1946,530203#01,대마천합류전 n to 530203#02,53,5302,
1947,530203#02,대마천 n to 530203#03,53,5302,
1948,530203#03,묘량천합류전 n to 530203#05,53,5302,
1949,530203#04,묘량천 n to 530203#05,53,5302,
1950,530203#05,영광군(반와교) s to 530203#06,53,5302,
1951,530203#06,대산천합류전 n to 530203#08,53,5302,
1952,530203#07,대산천 n to 530203#08,53,5302,
1953,530203#08,구암천합류전 n to 530203#09,53,5302,
1954,530203#09,와탄천 n to 000000#02,53,5302,
1955,530204#01,삼학천합류전 n to 530204#03,53,5302,
1956,530204#02,삼학천 n to 530204#03,53,5302,
1957,530204#03,불갑저수지 f to 530204#04,53,5302,
1958,530204#04,건무천합류전 n to 530204#07,53,5302,
1959,530204#05,건무천 n to 530204#07,53,5302,
1960,530204#06,월산천 n to 530204#07,53,5302,
1961,530204#07,월산천합류전 n to 530204#08,53,5302,
1962,530204#08,영광군(외간교) s to 530204#09,53,5302,
1963,530204#09,군남천합류전 n to 530204#11,53,5302,
1964,530204#10,군남천 n to 530204#11,53,5302,
1965,530204#11,불갑천 n to 000000#03,53,5302,
