no,sbsncd,sbsnnm_1,bbsncd_1,mbsncd_1,area
705,400106,옥녀동천,40,4001,56865563.2
706,400107,추령천상류,40,4001,110516711.7
707,400108,추령천하류,40,4001,88884483.52
708,400109,섬진강댐,40,4001,80351898.24
709,400201,섬진강댐하류,40,4002,92690918.37
710,400202,치천,40,4002,90748766.73
711,400203,오수천합류전,40,4002,53639184.85
712,400301,오수천상류,40,4003,154511817.8
713,400302,오수천중류,40,4003,103509883.5
714,400303,오수천하류,40,4003,112869626.1
715,400401,경천합류전,40,4004,68989098.17
716,400402,경천,40,4004,133700807.9
717,400403,옥과천,40,4004,132188841.3
718,400404,요천합류전,40,4004,96362617.04
719,400501,동화댐,40,4005,47264772.77
720,400502,요천상류,40,4005,144398855.9
721,400503,남원수위표,40,4005,125422689.9
722,400504,요천하류,40,4005,169576806.2
723,400601,곡성천합류전,40,4006,59562228.54
724,400602,곡성천,40,4006,64023006.03
725,400603,압록수위표,40,4006,59655434.02
726,400701,보성강상류,40,4007,122038205.1
727,400702,겸백수위표,40,4007,152294341.3
728,400703,주암댐상류,40,4007,197199282.9
729,400704,동복댐,40,4007,192323759.3
730,400705,동복천,40,4007,188302121.4
731,400706,송광천,40,4007,77516100.42
732,400707,주암댐,40,4007,99833426.11
733,400801,주암댐하류,40,4008,185987213.1
734,400802,보성강하류,40,4008,97792777.42
735,400901,황전천,40,4009,132958835.5
736,400902,구례수위표,40,4009,61886640.37
737,400903,서시천,40,4009,153611038.1
738,400904,송정수위표,40,4009,140564885.6
739,400905,화개천합류전,40,4009,69041587.62
740,400906,화개천,40,4009,115197198.3
741,400907,하동2수위표,40,4009,156303067.1
742,400908,하동댐,40,4009,59070224.79
743,400909,횡천강,40,4009,99687070.78
744,400910,주교천,40,4009,82508203.16
745,400911,섬진강하류,40,4009,57586273.88
746,410101,강진천,41,4101,121136585.9
747,410102,흥촌천,41,4101,118389437.3
748,410103,칠량천,41,4101,93550273.71
749,410104,대덕천,41,4101,126432906.6
750,410105,고읍천,41,4101,171391502.9
751,410106,마륜천,41,4101,223918787.5
752,410107,사정천,41,4101,108429892.3
753,410108,고읍천,41,4101,111148218.1
754,410201,완도군,41,4102,384610539.4
755,410301,금산면,41,4103,124073502.6
756,410401,주암조절지댐,41,4104,134153586.6
757,410402,이사천,41,4104,59130906.06
758,410403,순천동천,41,4104,177219051.6
759,410404,벌교천,41,4104,116434209.4
760,410405,동룡천,41,4104,119331390.6
761,410406,대강천,41,4104,74380226.1
762,410407,화양천,41,4104,56294625.23
763,410408,강산천,41,4104,66183841.74
764,410409,고흥천,41,4104,180752875
765,410410,도화천,41,4104,64509278.91
766,410501,광양동천,41,4105,174062445.3
767,410502,수어댐,41,4105,48822943.01
768,410503,수어천,41,4105,71144540.72
769,410504,성황천,41,4105,54493524.58
770,410505,율촌천,41,4105,171587910.5
771,410506,연등천,41,4105,92596282.45
772,410601,여수시,41,4106,140598268.1
773,500101,담양댐,50,5001,47888930.85
774,500102,오례천,50,5001,59290822.99
775,500103,영산강상류,50,5001,130309970.5
776,500104,광주댐,50,5001,43621362.26
777,500105,증암천,50,5001,105321466.8
778,500106,광주수위표,50,5001,105844013
779,500107,광주천,50,5001,112798076.2
780,500108,황룡강합류전,50,5001,109717607.8
781,500201,장성댐,50,5002,122930731.4
782,500202,황룡강중류,50,5002,163637245
783,500203,평림천,50,5002,117726933.1
784,500204,황룡강하류,50,5002,160738018.6
785,500301,지석천상류,50,5003,141413045.7
786,500302,지석천하류,50,5003,96183791.4
787,500303,화순천,50,5003,127717639.7
788,500304,나주댐,50,5003,85175469.4
789,500305,대초천,50,5003,36800467.14
790,500306,남평수위표,50,5003,93790008.4
791,500307,지석천,50,5003,82901874.96
792,500401,승촌보,50,5004,46669302.36
793,500402,나주수위표,50,5004,65307584.51
794,500403,영산포수위표,50,5004,97638074.83
795,500404,만봉천,50,5004,100665715.4
796,500405,죽산보,50,5004,97841849.62
797,500501,고막원천상류,50,5005,102133321.4
798,500502,고막원천하류,50,5005,116816730.7
799,500601,함평수위표,50,5006,113724086.7
800,500602,함평천,50,5006,85812050.97
801,500603,삼포강,50,5006,140108269.1
802,500604,영암천합류전,50,5006,143983113.5
803,500701,학산천,50,5007,89389075.05
804,500702,영암천,50,5007,174943074.2
805,500801,영산·영암호연락수로,50,5008,77097577.2
806,500802,영산강하구언,50,5008,73609611.84
807,510101,장흥댐,51,5101,192070110.9
808,510102,탐진강중류,51,5101,92847598.86
809,510103,금강천,51,5101,154455921.2
810,510104,탐진강하류,51,5101,66133090.98
811,520101,군내천,52,5201,110925013.1
812,520102,석교천,52,5201,176350499.8
813,520103,의신천,52,5201,93091401.81
814,520104,조도면,52,5201,57061345.74
815,520201,옥천천,52,5202,107344320.2
816,520202,영암방조제,52,5202,262381544.8
817,520203,금호방조제,52,5202,187037992.9
818,520204,화원면,52,5202,123297071.3
819,520205,해남방조제,52,5202,184336317.3
820,520206,현산천,52,5202,204896196.7
821,530101,운산천,53,5301,126244665.2
822,530102,갈곡천,53,5301,83554346.34
823,530103,주진천,53,5301,228867040.7
824,530104,해리천,53,5301,72433038.02
825,530201,자룡천,53,5302,66385135.03
826,530202,구암천,53,5302,56125002.14
827,530203,와탄천,53,5302,244356989.9
828,530204,불갑천,53,5302,200448422.2
829,530205,오동천,53,5302,127474632.9
830,530206,양간천,53,5302,81534386.81
831,530207,지도읍,53,5302,110329749.9
832,530208,태봉천,53,5302,104037808.3
833,530209,청계천,53,5302,107266161.2
834,530301,신안군,53,5303,513990011.9
